transaction_id,account_id,transaction_date,transaction_time,transaction_datetime,transaction_type,amount,description,merchant_name,merchant_category,merchant_id,channel,status,location,reference_number,transaction_category,is_fraudulent,created_at
TXN900005732,ACC5000125,2024-09-16,11:27:00,2024-09-16 11:27:00,PAYMENT,88.26,Subscription,Gross-Andrews,Gas/Automotive,MER40273,Mobile,Completed,"Cookland, IN",REF206920983,Expense,False,2025-12-07 14:55:41.518735
TXN900008330,ACC5000185,2024-09-16,11:38:00,2024-09-16 11:38:00,DEPOSIT,1104.71,Transfer Received,,,,ATM,Completed,"Theresaview, TN",REF494382316,Income,False,2025-12-07 14:55:42.075652
TXN900008700,ACC5000194,2024-09-16,11:45:00,2024-09-16 11:45:00,DEPOSIT,1238.66,Transfer Received,,,,ATM,Completed,Online,REF217978650,Income,False,2025-12-07 14:55:42.154378
TXN900009169,ACC5000206,2024-09-16,11:46:00,2024-09-16 11:46:00,WITHDRAWAL,468.51,ATM Withdrawal,Gross Ltd,Utilities,MER58605,Online,Completed,"Michelleland, AS",REF660523548,Cash,False,2025-12-07 14:55:42.253476
TXN900010597,ACC5000235,2024-09-16,11:54:00,2024-09-16 11:54:00,TRANSFER,74.89,Account Transfer,,,,ATM,Completed,"North Kristenborough, LA",REF172232273,Transfer,False,2025-12-07 14:55:42.556012
TXN900006785,ACC5000146,2024-09-16,12:10:00,2024-09-16 12:10:00,WITHDRAWAL,57.58,Teller Withdrawal,"Sullivan, Lambert and Johnson",Transportation,MER86919,Online,Completed,"Walkerport, NM",REF875387120,Cash,False,2025-12-07 14:55:41.746011
TXN900009027,ACC5000205,2024-09-16,12:47:00,2024-09-16 12:47:00,DEPOSIT,862.75,Salary Deposit,,,,Online,Completed,"Davidchester, OH",REF999279305,Income,False,2025-12-07 14:55:42.223618
TXN900010492,ACC5000234,2024-09-16,12:50:00,2024-09-16 12:50:00,WITHDRAWAL,121.75,Teller Withdrawal,Leach-Russo,Entertainment,MER82974,Mobile,Completed,"Port James, OR",REF758622998,Cash,False,2025-12-07 14:55:42.533872
TXN900005395,ACC5000119,2024-09-16,13:04:00,2024-09-16 13:04:00,DEPOSIT,2525.8,Cash Deposit,,,,Mobile,Completed,"Johnstad, IN",REF254105962,Income,False,2025-12-07 14:55:41.443955
TXN900007839,ACC5000169,2024-09-16,13:48:00,2024-09-16 13:48:00,WITHDRAWAL,191.46,Teller Withdrawal,"Potter, Thomas and Aguirre",Education,MER25650,Branch,Completed,Online,REF524027345,Cash,False,2025-12-07 14:55:41.969594
TXN900009265,ACC5000208,2024-09-16,14:10:00,2024-09-16 14:10:00,WITHDRAWAL,45.41,ATM Withdrawal,"Jimenez, Davis and Larsen",Restaurant,MER37759,ATM,Completed,Online,REF178611890,Cash,False,2025-12-07 14:55:42.273917
TXN900003371,ACC5000077,2024-09-16,14:29:00,2024-09-16 14:29:00,INTEREST,5.72,Interest Credited,,,,Phone,Completed,"Rodriguezborough, NJ",REF855809082,Income,False,2025-12-07 14:55:41.005485
TXN900001157,ACC5000025,2024-09-16,14:34:00,2024-09-16 14:34:00,TRANSFER,444.21,Peer-to-Peer Transfer,,,,Online,Completed,"Brownfurt, ID",REF983993176,Transfer,False,2025-12-07 14:55:40.515803
TXN900009675,ACC5000218,2024-09-16,15:08:00,2024-09-16 15:08:00,TRANSFER,1342.97,Bill Payment,,,,Online,Completed,Online,REF740285150,Transfer,False,2025-12-07 14:55:42.359784
TXN900009093,ACC5000206,2024-09-16,15:13:00,2024-09-16 15:13:00,PAYMENT,610.57,Online Purchase,Hart PLC,Groceries,MER26601,ATM,Completed,Online,REF281859204,Expense,False,2025-12-07 14:55:42.235838
TXN900009204,ACC5000208,2024-09-16,15:35:00,2024-09-16 15:35:00,WITHDRAWAL,457.2,Teller Withdrawal,Hogan-Zavala,Education,MER12153,ATM,Completed,Online,REF840591198,Cash,False,2025-12-07 14:55:42.261018
TXN900005382,ACC5000119,2024-09-16,15:40:00,2024-09-16 15:40:00,WITHDRAWAL,283.08,ATM Withdrawal,Allen-Tyler,Restaurant,MER61834,Online,Completed,"New Carla, CA",REF267118760,Cash,False,2025-12-07 14:55:41.441053
TXN900007365,ACC5000161,2024-09-16,16:28:00,2024-09-16 16:28:00,TRANSFER,1275.96,Account Transfer,,,,Branch,Completed,Online,REF898802042,Transfer,False,2025-12-07 14:55:41.871132
TXN900008461,ACC5000189,2024-09-16,16:35:00,2024-09-16 16:35:00,DEPOSIT,425.76,Transfer Received,,,,Online,Completed,"North Danielhaven, UT",REF853818040,Income,False,2025-12-07 14:55:42.103097
TXN900005533,ACC5000122,2024-09-16,16:54:00,2024-09-16 16:54:00,DEPOSIT,2024.31,Cash Deposit,,,,Branch,Completed,"Lake Summerbury, NJ",REF460209952,Income,False,2025-12-07 14:55:41.474379
TXN900006324,ACC5000139,2024-09-16,16:55:00,2024-09-16 16:55:00,PAYMENT,40.58,Subscription,Reese-Rhodes,Groceries,MER66039,Online,Completed,Online,REF940323966,Expense,False,2025-12-07 14:55:41.644829
TXN900006580,ACC5000142,2024-09-16,16:58:00,2024-09-16 16:58:00,TRANSFER,99.5,Bill Payment,,,,Mobile,Completed,"Sherimouth, DC",REF478709419,Transfer,False,2025-12-07 14:55:41.701550
TXN900003114,ACC5000073,2024-09-16,17:09:00,2024-09-16 17:09:00,WITHDRAWAL,384.71,ATM Withdrawal,"Payne, Navarro and Henry",Education,MER96396,Online,Completed,Online,REF579590189,Cash,False,2025-12-07 14:55:40.948390
TXN900001946,ACC5000046,2024-09-16,17:44:00,2024-09-16 17:44:00,TRANSFER,247.49,Fund Transfer,,,,ATM,Completed,"Smithville, NE",REF942197348,Transfer,False,2025-12-07 14:55:40.693606
TXN900009980,ACC5000223,2024-09-16,20:04:00,2024-09-16 20:04:00,WITHDRAWAL,105.21,ATM Withdrawal,"Fritz, Miller and Blake",Groceries,MER26553,Mobile,Completed,"Tanyamouth, WY",REF314942814,Cash,False,2025-12-07 14:55:42.425588
TXN900005865,ACC5000128,2024-09-17,05:29:00,2024-09-17 05:29:00,WITHDRAWAL,842.33,Cash Withdrawal,"Price, Andrews and Williams",Utilities,MER74662,Mobile,Pending,Online,REF788372804,Cash,False,2025-12-07 14:55:41.548000
TXN900002754,ACC5000065,2024-09-17,05:32:00,2024-09-17 05:32:00,TRANSFER,731.3,Wire Transfer,,,,Mobile,Completed,Online,REF749304307,Transfer,False,2025-12-07 14:55:40.874409
TXN900005886,ACC5000129,2024-09-17,06:48:00,2024-09-17 06:48:00,DEPOSIT,584.1,Dividend,,,,Phone,Completed,Online,REF727205133,Income,False,2025-12-07 14:55:41.552583
TXN900004775,ACC5000109,2024-09-17,09:15:00,2024-09-17 09:15:00,WITHDRAWAL,658.89,Teller Withdrawal,Hunt Group,Online Retail,MER91233,ATM,Completed,"East Brandonmouth, VA",REF185243980,Cash,False,2025-12-07 14:55:41.310454
TXN900003073,ACC5000070,2024-09-17,10:02:00,2024-09-17 10:02:00,TRANSFER,47.02,Fund Transfer,,,,Branch,Completed,"South Brittany, MI",REF140657269,Transfer,False,2025-12-07 14:55:40.939297
TXN900008487,ACC5000189,2024-09-17,10:30:00,2024-09-17 10:30:00,WITHDRAWAL,430.24,Cash Withdrawal,"Hudson, Molina and Roberts",Transportation,MER72688,ATM,Pending,Online,REF614037098,Cash,False,2025-12-07 14:55:42.109343
TXN900002794,ACC5000066,2024-09-17,10:46:00,2024-09-17 10:46:00,WITHDRAWAL,1717.78,Teller Withdrawal,"Torres, Valdez and Briggs",Healthcare,MER75622,Online,Completed,Online,REF221517071,Cash,False,2025-12-07 14:55:40.882138
TXN900010243,ACC5000227,2024-09-17,10:53:00,2024-09-17 10:53:00,WITHDRAWAL,175.47,ATM Withdrawal,Terry-Henry,Travel,MER67340,Mobile,Completed,"East Rebeccaside, WV",REF522650625,Cash,False,2025-12-07 14:55:42.482182
TXN900004593,ACC5000104,2024-09-17,10:54:00,2024-09-17 10:54:00,TRANSFER,98.53,Peer-to-Peer Transfer,,,,Mobile,Completed,"North Christopher, TN",REF907865473,Transfer,False,2025-12-07 14:55:41.270528
TXN900010416,ACC5000232,2024-09-17,11:15:00,2024-09-17 11:15:00,FEE,-5.0,Wire Fee,,,,Branch,Completed,"Port Janetview, WI",REF147020072,Bank Fees,False,2025-12-07 14:55:42.518756
TXN900006088,ACC5000134,2024-09-17,11:18:00,2024-09-17 11:18:00,DEPOSIT,1565.24,Salary Deposit,,,,Online,Completed,Online,REF707140225,Income,False,2025-12-07 14:55:41.595530
TXN900010551,ACC5000234,2024-09-17,12:04:00,2024-09-17 12:04:00,WITHDRAWAL,327.82,Cash Withdrawal,Griffin and Sons,Utilities,MER29303,Mobile,Completed,"Woodsfurt, MA",REF884311348,Cash,False,2025-12-07 14:55:42.546297
TXN900006496,ACC5000142,2024-09-17,12:27:00,2024-09-17 12:27:00,WITHDRAWAL,256.81,Cash Withdrawal,Griffin-Bender,Gas/Automotive,MER68304,Mobile,Completed,"Harveyhaven, NC",REF659305565,Cash,False,2025-12-07 14:55:41.683528
TXN900001812,ACC5000043,2024-09-17,12:56:00,2024-09-17 12:56:00,TRANSFER,261.72,Peer-to-Peer Transfer,,,,ATM,Completed,Online,REF887125715,Transfer,False,2025-12-07 14:55:40.664495
TXN900003772,ACC5000088,2024-09-17,12:57:00,2024-09-17 12:57:00,WITHDRAWAL,82.07,Cash Withdrawal,Torres-Gardner,Insurance,MER14850,Online,Completed,"Crawfordport, OK",REF316885657,Cash,False,2025-12-07 14:55:41.094750
TXN900004869,ACC5000111,2024-09-17,13:19:00,2024-09-17 13:19:00,TRANSFER,21.64,Wire Transfer,,,,Mobile,Completed,Online,REF637565427,Transfer,False,2025-12-07 14:55:41.330603
TXN900004061,ACC5000093,2024-09-17,13:21:00,2024-09-17 13:21:00,DEPOSIT,2488.2,Interest Payment,,,,Branch,Completed,"Port Wayneville, AZ",REF108454944,Income,False,2025-12-07 14:55:41.158165
TXN900005680,ACC5000125,2024-09-17,13:26:00,2024-09-17 13:26:00,TRANSFER,524.79,Wire Transfer,,,,Online,Completed,"Port Pamelahaven, SC",REF540649487,Transfer,False,2025-12-07 14:55:41.507565
TXN900003418,ACC5000078,2024-09-17,13:34:00,2024-09-17 13:34:00,WITHDRAWAL,220.08,Teller Withdrawal,Ferguson-Holmes,Retail,MER27305,Mobile,Completed,Online,REF608851530,Cash,False,2025-12-07 14:55:41.016813
TXN900010611,ACC5000235,2024-09-17,13:50:00,2024-09-17 13:50:00,DEPOSIT,9614.44,Salary Deposit,,,,ATM,Completed,"Port Jessica, AZ",REF781148732,Income,False,2025-12-07 14:55:42.558293
TXN900009382,ACC5000210,2024-09-17,14:03:00,2024-09-17 14:03:00,WITHDRAWAL,8.54,Teller Withdrawal,"Robinson, Young and Taylor",Transportation,MER45102,Online,Failed,Online,REF961134201,Cash,False,2025-12-07 14:55:42.297677
TXN900009229,ACC5000208,2024-09-17,14:10:00,2024-09-17 14:10:00,WITHDRAWAL,850.94,Teller Withdrawal,Moore-Frederick,Entertainment,MER96153,Branch,Completed,Online,REF913173027,Cash,False,2025-12-07 14:55:42.265974
TXN900006510,ACC5000142,2024-09-17,14:29:00,2024-09-17 14:29:00,DEPOSIT,283.2,Cash Deposit,,,,Mobile,Completed,"Taylorberg, UT",REF777127299,Income,False,2025-12-07 14:55:41.686770
TXN900010629,ACC5000235,2024-09-17,14:41:00,2024-09-17 14:41:00,PAYMENT,133.83,Utility Bill,"Hernandez, Vargas and Wagner",Utilities,MER97755,Mobile,Completed,"North Migueltown, WI",REF444132724,Expense,False,2025-12-07 14:55:42.562345
TXN900006966,ACC5000153,2024-09-17,14:46:00,2024-09-17 14:46:00,DEPOSIT,621.74,Cash Deposit,,,,ATM,Completed,"North Michael, OR",REF255310652,Income,False,2025-12-07 14:55:41.785756
TXN900002943,ACC5000069,2024-09-17,16:07:00,2024-09-17 16:07:00,TRANSFER,357.96,Wire Transfer,,,,Mobile,Failed,"North Joanne, SC",REF104412943,Transfer,False,2025-12-07 14:55:40.910887
TXN900007478,ACC5000163,2024-09-17,16:08:00,2024-09-17 16:08:00,TRANSFER,562.61,Bill Payment,,,,Mobile,Completed,"Marshallland, DC",REF201558281,Transfer,False,2025-12-07 14:55:41.895783
TXN900001694,ACC5000040,2024-09-17,16:34:00,2024-09-17 16:34:00,TRANSFER,202.57,Bill Payment,,,,Branch,Completed,Online,REF785383997,Transfer,False,2025-12-07 14:55:40.637730
TXN900009640,ACC5000217,2024-09-17,16:37:00,2024-09-17 16:37:00,PAYMENT,201.39,Credit Card Payment,Jones-Byrd,Utilities,MER50729,Branch,Completed,Online,REF646568148,Expense,False,2025-12-07 14:55:42.352295
TXN900005057,ACC5000114,2024-09-17,16:41:00,2024-09-17 16:41:00,WITHDRAWAL,42.64,Cash Withdrawal,Barber PLC,Travel,MER60082,Online,Pending,"Shaunville, IN",REF395510969,Cash,False,2025-12-07 14:55:41.371020
TXN900006382,ACC5000139,2024-09-17,16:53:00,2024-09-17 16:53:00,TRANSFER,1836.69,Peer-to-Peer Transfer,,,,Online,Completed,"Jamesmouth, IA",REF983359820,Transfer,False,2025-12-07 14:55:41.657032
TXN900003383,ACC5000077,2024-09-17,16:56:00,2024-09-17 16:56:00,TRANSFER,493.26,Account Transfer,,,,Branch,Completed,"West Christopherview, MT",REF155364901,Transfer,False,2025-12-07 14:55:41.008712
TXN900010523,ACC5000234,2024-09-17,16:56:00,2024-09-17 16:56:00,TRANSFER,2044.56,Wire Transfer,,,,Online,Completed,"West Lisa, CA",REF613640397,Transfer,False,2025-12-07 14:55:42.540681
TXN900002300,ACC5000055,2024-09-17,17:20:00,2024-09-17 17:20:00,DEPOSIT,384.19,Transfer Received,,,,ATM,Completed,"Lake Dennisbury, WY",REF479608458,Income,False,2025-12-07 14:55:40.777612
TXN900005751,ACC5000126,2024-09-17,17:34:00,2024-09-17 17:34:00,WITHDRAWAL,1647.1,Teller Withdrawal,Brooks PLC,Utilities,MER42145,ATM,Completed,"Rossfort, CT",REF879872234,Cash,False,2025-12-07 14:55:41.523492
TXN900007248,ACC5000159,2024-09-17,18:46:00,2024-09-17 18:46:00,WITHDRAWAL,1838.55,ATM Withdrawal,Faulkner-Morgan,Travel,MER45308,Branch,Completed,Online,REF345590089,Cash,False,2025-12-07 14:55:41.845882
TXN900001903,ACC5000045,2024-09-17,19:35:00,2024-09-17 19:35:00,DEPOSIT,2010.86,Cash Deposit,,,,Online,Completed,"Katieside, CA",REF564726604,Income,False,2025-12-07 14:55:40.684898
TXN900006436,ACC5000140,2024-09-17,19:56:00,2024-09-17 19:56:00,WITHDRAWAL,216.62,ATM Withdrawal,"Campos, Scott and Kim",Education,MER69515,ATM,Completed,"West Jamesfort, CA",REF116656158,Cash,False,2025-12-07 14:55:41.669345
TXN900005793,ACC5000127,2024-09-17,20:18:00,2024-09-17 20:18:00,DEPOSIT,836.85,Cash Deposit,,,,Mobile,Pending,Online,REF601484407,Income,False,2025-12-07 14:55:41.532235
TXN900007164,ACC5000158,2024-09-17,20:30:00,2024-09-17 20:30:00,WITHDRAWAL,109.5,Cash Withdrawal,"Lewis, Watson and Cordova",Restaurant,MER59790,ATM,Completed,"Lyonschester, MT",REF115282130,Cash,False,2025-12-07 14:55:41.827121
TXN900004281,ACC5000099,2024-09-17,20:48:00,2024-09-17 20:48:00,WITHDRAWAL,790.44,Teller Withdrawal,Kline-Colon,Gas/Automotive,MER72368,ATM,Completed,Online,REF639704301,Cash,False,2025-12-07 14:55:41.206282
TXN900003711,ACC5000084,2024-09-17,20:57:00,2024-09-17 20:57:00,WITHDRAWAL,386.09,Teller Withdrawal,Thompson-Le,Retail,MER65203,Online,Completed,"New Jessica, PR",REF386279849,Cash,False,2025-12-07 14:55:41.081110
TXN900003890,ACC5000090,2024-09-18,05:58:00,2024-09-18 05:58:00,WITHDRAWAL,87.35,Cash Withdrawal,Hanson-Johnson,Gas/Automotive,MER42547,Phone,Completed,"Coltonborough, VA",REF496895499,Cash,False,2025-12-07 14:55:41.120156
TXN900006959,ACC5000153,2024-09-18,07:40:00,2024-09-18 07:40:00,WITHDRAWAL,53.55,Teller Withdrawal,Floyd-Cantu,Education,MER14668,Mobile,Completed,"New Ryan, RI",REF739712731,Cash,False,2025-12-07 14:55:41.784647
TXN900006676,ACC5000145,2024-09-18,07:41:00,2024-09-18 07:41:00,WITHDRAWAL,143.83,Teller Withdrawal,Jenkins Ltd,Restaurant,MER31750,ATM,Completed,"Melissatown, IA",REF251953364,Cash,False,2025-12-07 14:55:41.722993
TXN900000130,ACC5000001,2024-09-18,07:48:00,2024-09-18 07:48:00,DEPOSIT,99.78,Transfer Received,,,,Branch,Completed,"Morrisonhaven, ME",REF874090950,Income,False,2025-12-07 14:55:40.283497
TXN900001151,ACC5000024,2024-09-18,08:02:00,2024-09-18 08:02:00,DEPOSIT,787.21,Interest Payment,,,,Online,Completed,Online,REF395121074,Income,False,2025-12-07 14:55:40.514215
TXN900003102,ACC5000072,2024-09-18,08:03:00,2024-09-18 08:03:00,WITHDRAWAL,169.68,ATM Withdrawal,Miller and Sons,Retail,MER96025,Online,Completed,"South Danielchester, IA",REF413267622,Cash,False,2025-12-07 14:55:40.945810
TXN900002599,ACC5000062,2024-09-18,08:14:00,2024-09-18 08:14:00,TRANSFER,459.16,Account Transfer,,,,Online,Completed,"Callahanfurt, WV",REF330664237,Transfer,False,2025-12-07 14:55:40.842325
TXN900007946,ACC5000174,2024-09-18,08:26:00,2024-09-18 08:26:00,FEE,-100.0,Monthly Fee,,,,Online,Completed,Online,REF439829290,Bank Fees,False,2025-12-07 14:55:41.991140
TXN900007207,ACC5000159,2024-09-18,08:31:00,2024-09-18 08:31:00,DEPOSIT,19185.58,Check Deposit,,,,Branch,Completed,"East Elizabeth, SD",REF422080630,Income,False,2025-12-07 14:55:41.836009
TXN900002393,ACC5000058,2024-09-18,08:46:00,2024-09-18 08:46:00,TRANSFER,126.6,Fund Transfer,,,,ATM,Completed,"Murraymouth, NV",REF351929030,Transfer,False,2025-12-07 14:55:40.799074
TXN900009045,ACC5000205,2024-09-18,09:08:00,2024-09-18 09:08:00,DEPOSIT,212.77,Check Deposit,,,,Online,Completed,"Carolynbury, AZ",REF847224210,Income,False,2025-12-07 14:55:42.227085
TXN900007165,ACC5000158,2024-09-18,09:42:00,2024-09-18 09:42:00,DEPOSIT,2873.79,Salary Deposit,,,,Mobile,Completed,"New Loristad, WV",REF169527574,Income,False,2025-12-07 14:55:41.827275
TXN900010798,ACC5000238,2024-09-18,09:54:00,2024-09-18 09:54:00,DEPOSIT,820.96,Salary Deposit,,,,Online,Completed,"Port Robertbury, HI",REF604661559,Income,False,2025-12-07 14:55:42.597921
TXN900005220,ACC5000115,2024-09-18,10:22:00,2024-09-18 10:22:00,WITHDRAWAL,215.73,Cash Withdrawal,Gillespie-Clements,Education,MER11161,ATM,Completed,Online,REF208810611,Cash,False,2025-12-07 14:55:41.407898
TXN900008108,ACC5000182,2024-09-18,12:09:00,2024-09-18 12:09:00,DEPOSIT,1907.97,Interest Payment,,,,Online,Completed,"Rileyside, ME",REF736661428,Income,False,2025-12-07 14:55:42.027858
TXN900004243,ACC5000098,2024-09-18,12:23:00,2024-09-18 12:23:00,WITHDRAWAL,16.84,Cash Withdrawal,"Patterson, Parker and Rogers",Education,MER49748,Phone,Completed,"Vincenthaven, AS",REF415660014,Cash,False,2025-12-07 14:55:41.198346
TXN900008576,ACC5000190,2024-09-18,12:36:00,2024-09-18 12:36:00,WITHDRAWAL,160.24,Teller Withdrawal,Patel-Olson,Restaurant,MER65114,Branch,Completed,"East Elizabethtown, ME",REF313878650,Cash,False,2025-12-07 14:55:42.127751
TXN900008350,ACC5000185,2024-09-18,12:55:00,2024-09-18 12:55:00,FEE,-100.0,Wire Fee,,,,Online,Completed,"East Randymouth, NJ",REF830507008,Bank Fees,False,2025-12-07 14:55:42.079467
TXN900007470,ACC5000162,2024-09-18,13:55:00,2024-09-18 13:55:00,DEPOSIT,358.49,Cash Deposit,,,,ATM,Completed,"West Michael, WA",REF623293606,Income,False,2025-12-07 14:55:41.893811
TXN900001138,ACC5000024,2024-09-18,14:11:00,2024-09-18 14:11:00,PAYMENT,610.58,Credit Card Payment,Jones Inc,Utilities,MER51232,Online,Completed,Online,REF584258607,Expense,False,2025-12-07 14:55:40.511234
TXN900001618,ACC5000038,2024-09-18,14:21:00,2024-09-18 14:21:00,DEPOSIT,1332.71,Check Deposit,,,,ATM,Completed,"West Haleymouth, IL",REF977661452,Income,False,2025-12-07 14:55:40.618144
TXN900000350,ACC5000006,2024-09-18,14:41:00,2024-09-18 14:41:00,WITHDRAWAL,0.79,Teller Withdrawal,Smith-Bauer,Travel,MER21835,Phone,Completed,"South Kristinatown, AZ",REF760360225,Cash,False,2025-12-07 14:55:40.335602
TXN900004319,ACC5000099,2024-09-18,14:43:00,2024-09-18 14:43:00,WITHDRAWAL,812.68,Cash Withdrawal,"Shelton, Thompson and Benson",Online Retail,MER23305,Mobile,Completed,Online,REF364479890,Cash,False,2025-12-07 14:55:41.214840
TXN900010612,ACC5000235,2024-09-18,14:47:00,2024-09-18 14:47:00,PAYMENT,320.46,Subscription,Martin LLC,Restaurant,MER23610,ATM,Completed,"Hayesland, LA",REF652657298,Expense,False,2025-12-07 14:55:42.558542
TXN900009531,ACC5000214,2024-09-18,15:22:00,2024-09-18 15:22:00,WITHDRAWAL,149.86,Cash Withdrawal,Robinson Group,Groceries,MER16822,Online,Completed,"West Barbaraview, DE",REF977674073,Cash,False,2025-12-07 14:55:42.328986
TXN900010305,ACC5000229,2024-09-18,15:40:00,2024-09-18 15:40:00,DEPOSIT,1646.61,Dividend,,,,Mobile,Completed,"Tinaberg, MP",REF962482587,Income,False,2025-12-07 14:55:42.494556
TXN900001992,ACC5000048,2024-09-18,16:25:00,2024-09-18 16:25:00,TRANSFER,701.84,Peer-to-Peer Transfer,,,,Branch,Completed,"Davisland, HI",REF198725784,Transfer,False,2025-12-07 14:55:40.704992
TXN900005946,ACC5000132,2024-09-18,17:07:00,2024-09-18 17:07:00,TRANSFER,1481.38,Peer-to-Peer Transfer,,,,Branch,Completed,"Stephenstown, TX",REF157056243,Transfer,False,2025-12-07 14:55:41.567015
TXN900006913,ACC5000152,2024-09-18,17:19:00,2024-09-18 17:19:00,WITHDRAWAL,10.95,Teller Withdrawal,"Myers, Johnson and Meyer",Groceries,MER60700,ATM,Completed,"Carolineland, NV",REF825068787,Cash,False,2025-12-07 14:55:41.774939
TXN900004189,ACC5000096,2024-09-18,17:34:00,2024-09-18 17:34:00,DEPOSIT,6293.98,Interest Payment,,,,Phone,Completed,Online,REF736195900,Income,False,2025-12-07 14:55:41.186847
TXN900000922,ACC5000020,2024-09-18,17:42:00,2024-09-18 17:42:00,PAYMENT,77.69,Insurance,"Soto, Warren and Roberts",Restaurant,MER16358,Online,Pending,Online,REF920702588,Expense,False,2025-12-07 14:55:40.463559
TXN900005329,ACC5000118,2024-09-18,17:59:00,2024-09-18 17:59:00,PAYMENT,119.18,Utility Bill,Cox LLC,Groceries,MER76043,Online,Completed,"Shelbybury, KS",REF949206491,Expense,False,2025-12-07 14:55:41.430173
TXN900005684,ACC5000125,2024-09-18,18:59:00,2024-09-18 18:59:00,TRANSFER,761.73,Fund Transfer,,,,Online,Completed,Online,REF288778639,Transfer,False,2025-12-07 14:55:41.508433
TXN900006300,ACC5000138,2024-09-18,20:15:00,2024-09-18 20:15:00,DEPOSIT,1544.27,Salary Deposit,,,,Online,Completed,Online,REF849838945,Income,False,2025-12-07 14:55:41.639785
TXN900000687,ACC5000013,2024-09-18,22:45:00,2024-09-18 22:45:00,PAYMENT,493.75,Mortgage Payment,"Dougherty, Lamb and Everett",Travel,MER28098,Branch,Completed,"East Patriciamouth, CO",REF656931857,Expense,False,2025-12-07 14:55:40.412061
TXN900000454,ACC5000009,2024-09-18,23:07:00,2024-09-18 23:07:00,WITHDRAWAL,133.26,Cash Withdrawal,Miller-Zimmerman,Retail,MER75513,ATM,Completed,"South Andrea, AZ",REF740743666,Cash,False,2025-12-07 14:55:40.361078
TXN900007406,ACC5000162,2024-09-19,07:09:00,2024-09-19 07:09:00,DEPOSIT,298.12,Check Deposit,,,,Online,Completed,"Bowmanchester, VT",REF896680642,Income,False,2025-12-07 14:55:41.879869
TXN900002222,ACC5000053,2024-09-19,08:16:00,2024-09-19 08:16:00,WITHDRAWAL,180.37,ATM Withdrawal,Collins Group,Restaurant,MER44249,Mobile,Completed,"Davidside, MN",REF675638242,Cash,False,2025-12-07 14:55:40.759533
TXN900001037,ACC5000022,2024-09-19,08:44:00,2024-09-19 08:44:00,DEPOSIT,434.6,Interest Payment,,,,Branch,Completed,"Gregoryton, RI",REF315662642,Income,False,2025-12-07 14:55:40.489138
TXN900010327,ACC5000230,2024-09-19,08:48:00,2024-09-19 08:48:00,PAYMENT,1764.3,Subscription,Harrison-Ramsey,Insurance,MER25760,ATM,Completed,"Jonesborough, NE",REF584570388,Expense,False,2025-12-07 14:55:42.498927
TXN900004454,ACC5000102,2024-09-19,08:50:00,2024-09-19 08:50:00,DEPOSIT,89.68,Salary Deposit,,,,Online,Completed,"Cassandraburgh, RI",REF808373286,Income,False,2025-12-07 14:55:41.241031
TXN900000424,ACC5000008,2024-09-19,09:45:00,2024-09-19 09:45:00,TRANSFER,557.87,Bill Payment,,,,Online,Completed,"Gabriellestad, SC",REF653953485,Transfer,False,2025-12-07 14:55:40.353229
TXN900001594,ACC5000036,2024-09-19,09:58:00,2024-09-19 09:58:00,DEPOSIT,567.01,Dividend,,,,Branch,Completed,"East Donnaton, DE",REF113275526,Income,False,2025-12-07 14:55:40.613615
TXN900007096,ACC5000158,2024-09-19,10:21:00,2024-09-19 10:21:00,PAYMENT,297.07,Credit Card Payment,Manning-Nguyen,Utilities,MER30875,ATM,Completed,"Stacyview, FM",REF362920130,Expense,False,2025-12-07 14:55:41.813910
TXN900003726,ACC5000084,2024-09-19,11:04:00,2024-09-19 11:04:00,PAYMENT,102.45,Credit Card Payment,Moore Inc,Groceries,MER80232,Online,Completed,"Deannaside, IN",REF329866763,Expense,False,2025-12-07 14:55:41.083826
TXN900009392,ACC5000210,2024-09-19,11:12:00,2024-09-19 11:12:00,DEPOSIT,1312.8,Check Deposit,,,,Online,Pending,Online,REF505968811,Income,False,2025-12-07 14:55:42.299732
TXN900006545,ACC5000142,2024-09-19,11:34:00,2024-09-19 11:34:00,DEPOSIT,86.17,Dividend,,,,ATM,Completed,"East Andrea, GU",REF616425853,Income,False,2025-12-07 14:55:41.694412
TXN900008340,ACC5000185,2024-09-19,12:18:00,2024-09-19 12:18:00,DEPOSIT,451.42,Cash Deposit,,,,ATM,Completed,"Emilyfort, WV",REF258519927,Income,False,2025-12-07 14:55:42.077758
TXN900010076,ACC5000225,2024-09-19,12:34:00,2024-09-19 12:34:00,PAYMENT,530.9,Utility Bill,Anderson-Cook,Gas/Automotive,MER61687,Online,Completed,"Webbmouth, DE",REF165370487,Expense,False,2025-12-07 14:55:42.446104
TXN900002565,ACC5000062,2024-09-19,12:39:00,2024-09-19 12:39:00,WITHDRAWAL,567.12,Teller Withdrawal,Johnson Group,Transportation,MER44840,Mobile,Completed,"Gutierreztown, OK",REF668031793,Cash,False,2025-12-07 14:55:40.834593
TXN900004778,ACC5000109,2024-09-19,13:18:00,2024-09-19 13:18:00,PAYMENT,177.53,Utility Bill,Bird LLC,Utilities,MER36478,Mobile,Completed,Online,REF262855048,Expense,False,2025-12-07 14:55:41.310845
